x_values,y_values,log_result,computation_time
"[9.95398   9.789114  9.376148  9.00265   8.954926  5.7908254 3.6712012
 2.0533776]","[9.638544  9.450617  7.240479  6.48627   6.1884866 5.158718  3.903623
 2.8345408]",388.2279968261719,0.0002067089080810547
"[9.635476  7.9574795 7.7590475 4.0125027 3.049213  2.7737608 2.5829272
 1.4441824]","[9.985043  9.383974  8.859188  8.45492   5.4555645 5.08644   5.0375767
 4.410965 ]",292.9503173828125,0.00019884109497070312
"[9.604379  9.382842  7.5229454 6.4633045 5.665796  5.497691  2.7214856
 1.7021755]","[9.977494  9.560391  6.682687  6.228311  3.984478  3.7518241 2.8947082
 1.5823408]",290.27532958984375,0.0002219676971435547
"[9.251281  8.961023  8.647317  6.641957  5.6188283 4.0100145 3.5123801
 2.1152089]","[9.994706  9.337791  7.181258  5.7446904 4.729969  4.1831665 4.1082983
 2.7724445]",307.4731750488281,0.00018668174743652344
"[9.050051  8.270349  7.3940496 6.903763  2.9619994 2.5380268 1.7741241
 1.5598038]","[9.387065  9.036009  8.975308  7.213457  5.532547  3.4041133 2.9742165
 2.1992521]",270.1293029785156,0.0001919269561767578
"[9.377457  8.222034  7.5237255 4.8101735 2.740022  1.8489739 1.3936957
 1.0963546]","[8.203317  6.8047028 5.9533596 4.8242764 4.2446985 3.8868647 3.7169309
 3.0507836]",199.2559814453125,0.00019216537475585938
"[7.953449  7.738485  7.644056  7.2383995 6.5391994 4.3734946 3.9772885
 3.678057 ]","[9.654005  7.3782587 4.4399567 4.293274  3.2025356 2.9151692 2.2451792
 1.1478273]",224.67306518554688,0.0001862049102783203
"[9.91754   9.496185  7.3838515 6.89586   5.4506493 5.2912617 3.7554173
 2.2341647]","[8.471887  7.7685566 7.435331  6.157978  5.2839546 3.671052  2.019247
 1.6283643]",281.2020263671875,0.0001990795135498047
"[9.522319  9.065156  8.716247  7.5477905 6.3893356 6.135998  5.580789
 4.2462015]","[9.333281  7.3910894 6.04858   4.880824  4.342057  2.7353399 1.4970198
 1.2350763]",277.4659423828125,0.00021266937255859375
"[9.68781   9.460592  8.467421  8.459076  7.488358  6.381828  5.657304
 4.7851057]","[8.627293  7.3261747 6.428055  5.8641005 5.6695294 5.0457187 2.2686248
 1.9121699]",331.6787109375,0.00019741058349609375
"[9.879101  8.821938  8.225126  8.1426525 4.8587227 4.5252476 2.8181214
 2.1026273]","[9.128459  9.023292  8.980892  6.314821  3.5800254 1.8346176 1.4291105
 1.368616 ]",283.5666198730469,0.00019669532775878906
"[9.654581  8.833491  8.510947  7.2591677 5.513024  3.7846823 2.3138952
 1.1826144]","[9.817325  8.672432  8.340212  6.5709343 5.0638247 4.4187584 3.853146
 1.8290633]",306.35443115234375,0.0002465248107910156
"[8.319735  7.6939116 7.5669007 6.4839697 3.5717278 1.7547983 1.3023225
 1.0114026]","[8.7820635 8.177438  6.7413993 6.5495996 6.1468697 5.696594  3.9408736
 3.045223 ]",242.5061492919922,0.00024175643920898438
"[9.44832   5.410428  4.2438045 2.5634885 2.3669105 1.9514021 1.688242
 1.1792692]","[9.634073  7.0709496 5.8977814 5.7878976 5.3741755 4.602944  4.2235303
 2.372836 ]",175.55783081054688,0.00020575523376464844
"[9.215483  8.807854  6.3537493 6.2230644 6.157902  3.9222355 1.1903607
 1.1024722]","[9.705769  9.115814  8.897774  8.57929   7.2869596 5.052921  4.296217
 4.050886 ]",321.6319274902344,0.00020122528076171875
"[7.950878  4.795003  4.4765396 3.8235755 2.834014  1.8595471 1.4847803
 1.2243464]","[9.176016  8.708481  5.8754845 5.587319  4.989352  3.5957766 1.949737
 1.5771567]",159.30322265625,0.00020241737365722656
"[9.181084  9.025761  7.262636  7.1252694 5.979208  5.544705  2.7334247
 1.7709291]","[8.92264   8.15797   7.6988835 5.582083  5.3128014 3.8469644 1.820109
 1.3492064]",279.2806396484375,0.00020623207092285156
